school_name,country,oversea_course,oversea_code,ust_course,ust_code,credit,ref
University of Michigan,United States,Natural Language Processing,SI561,Introduction to Natural Language Processing,COMP4221,3,B038419-01
University of Minnesota,United States,Internet Programming,CSCI4131,Internet Computing,COMP4021,3,B034972-01
University of Minnesota,United States,Introduction to Artificial Intelligence,CSCI4511W,Fundamentals of Artificial Intelligence,COMP3211,3,B034169-01
University of Minnesota,United States,Introduction to Operating Systems,CSCI4061,Operating Systems,COMP3511,3,B034167-01
University of Notre Dame,United States,Computer security,CSE40567,Computer and Communication Security,COMP4631,3,B035003-01
University of Notre Dame,United States,Database System Concepts,CSE30246,Database Management Systems,COMP3311,3,B033125-01
University of Notre Dame,United States,Human Computer Interaction,CSE40424,Human-Computer Interaction,COMP4461,3,B033126-01
University of Notre Dame,United States,Introduction to Artificial Intelligence,CSE40171,Fundamentals of Artificial Intelligence,COMP3211,3,B033127-01
University of Notre Dame,United States,Operating System Principles,CSE30341,Operating Systems,COMP3511,3,B034999-01
University of Pennsylvania,United States,Applied Machine Learning,CIS4190,Machine Learning,COMP4211,3,B040011-02
University of Pennsylvania,United States,Computer Operating Systems,CIS380,Operating Systems,COMP3511,3,B005799-02
University of Pennsylvania,United States,Computer Systems Programming,CIT595,Operating Systems,COMP3511,3,B037788-01
University of Pennsylvania,United States,Database & Information Systems (eqv code: CIS450),CIS450/550,Database Management Systems,COMP3311,3,B007857-03
University of Pennsylvania,United States,Deep Learning,CIS522,Computer Science Track Course,COMPA&T,3,B034349-01
University of Pennsylvania,United States,Embedded Software for Life-Critical CPS,CIS441,Computer Science Track Course,COMPS&N,3,B037373-02
University of Pennsylvania,United States,Internet and Web Systems,CIS455/555,Computer Science Track Course,COMPS&D,3,B037182-02
University of Pennsylvania,United States,Introduction to Algorithms,CIS320,Design and Analysis of Algorithms,COMP3711,3,B037183-01
University of Pennsylvania,United States,Introduction to Blockchain,CIS233,"Introduction to Blockchain, Cryptocurrencies and Smart Contracts",COMP4901W,3,B038109-03
University of Pennsylvania,United States,Introduction to Computer Architecture / Intro to Comp Systems,CIS240,Computer Organization,COMP2611,4,B005798-02
University of Pennsylvania,United States,Introduction to Computer Graphics,CIS460,Computer Graphics,COMP4411,3,B034379-01
University of Pennsylvania,United States,Introduction to Computer Systems,CIS2400,Computer Organization,COMP2611,4,B040010-02
University of Pennsylvania,United States,Market and Social Systems on the Internet,NETS150,Social Information Network Analysis and Engineering,COMP4641,3,B038026-01
University of Pennsylvania,United States,Software Deisgn & Engineering,CIS350,Software Engineering,COMP3111,4,B033097-01
University of Southampton,United Kingdom,Causal Reasoning and Machine Learning,COMP3224,Computer Science Track Course,COMPA&T,3,B039769-02
University of Southampton,United Kingdom,Cloud Application Development,COMP3207,Computer Science Track Course,COMPS&D,3,B034670-02
University of Southampton,United Kingdom,Foundations of Machine Learning,COMP3223,Machine Learning,COMP4211,3,B034672-01
University of Southampton,United Kingdom,Real-Time Computing and Embedded Systems,COMP3215,Computer Science Track Course,COMPS&N,3,B034671-02
University of Southern California,United States,Android App Development,ITP341,Mobile Application Development,COMP4521,3,B034684-01
University of Southern California,United States,Blockchain,ITP256,4000-level Course in Computer Science and Engineering,COMP4000LEVEL,4,B037765-01
University of Southern California,United States,Building A High Tech Startup,ITP466,IT Entrepreneurship,COMP4911,3,B038013-01
University of Southern California,United States,Compiler Development,ITP439,Computer Science Track Course,COMPS&D,4,B034450-02
University of Southern California,United States,"Database Systems: Concepts, Design, and Implementation",ISE382,Database Management Systems,COMP3311,3,B037903-01
University of Southern California,United States,Introduction to Computer and Network Security,CSCI430,Practicing Cybersecurity: Attacks and Counter-measures,COMP4632,3,B003670-02
University of Southern California,United States,Introduction to Computer Systems,CSCI356,Computer Organization,COMP2611,4,B034925-01
University of Southern California,United States,Introduction to Internet working,CSCI353,Computer Communication Networks I,COMP4621,3,B034451-01
University of Southern California,United States,Introduction to Programming,CSCI103,Programming with C++,COMP2011,4,B033090-01
University of Southern California,United States,Introduction to Web Development,ITP104,Internet Computing,COMP4021,3,B039839-01
University of Southern California,United States,Principles of Software Development,CSCI201,Computer Science Track Course,COMPS&D,3,B001521-02
University of Southern California,United States,Programming Graphical User Interfaces,ITP368,Computer Science Track Course,COMPG&M,3,B034685-01
University of Southern Denmark,Denmark,Android Programming,T560013101,Mobile Application Development,COMP4521,3,B037635-01
University of Southern Denmark,Denmark,Applied Machine Learning,T590028101,Computer Science Track Course,COMPA&T,3,B040346-03
University of Southern Denmark,Denmark,Artificial Intelligence,T510009101,Fundamentals of Artificial Intelligence,COMP3211,3,B037307-01
University of Southern Denmark,Denmark,Data Mining and Machine Learning,DM566,Computer Science Track Course,COMPA&T,3,B037305-02
University of Southern Denmark,Denmark,Engineering Optimization,T600012101,Computer Science Track Course,COMPS&N,3,B040017-02
University of Southern Denmark,Denmark,Simulations and Computer Games,T570016101,Computer Science Track Course,COMPG&M,3,B040348-01
University of Southern Denmark,Denmark,Software Architecture,T510033101,Computer Science Track Course,COMPS&D,3,B040016-02
University of Southern Denmark,Denmark,Software Technology for Internet of Things,T520035101,Computer Science Track Course,COMPS&D,3,B040347-01
University of St. Gallen,Switzerland,Introduction to Cryptography and Cybersecurity,"7,377",Principles of Cybersecurity,COMP3632,3,B039285-01
University of St. Gallen,Switzerland,Machine Learning (BBWL),"6,126",Computer Science Track Course,COMPA&T,2,B040558-02
University of Sussex,United Kingdom,Computer Vision,G6032,Computer Science Track Course,COMPA&T,3,B040427-02
University of Sussex,United Kingdom,Fundamentals of Machine Learning,G6061,Machine Learning,COMP4211,3,B040426-01
University of Sussex,United Kingdom,Natural Language Engineering,G5119,Introduction to Natural Language Processing,COMP4221,3,B033828-01
University of Sussex,United Kingdom,Operating Systems,G6059,Operating Systems,COMP3511,3,B008757-02
University of Sussex,United Kingdom,Software Engineering,G6046,Software Engineering,COMP3111,4,B040429-01
University of Toronto,Canada,Computer and Society,CSC300,2000-level Course in Computer Science and Engineering,COMP2000LEVEL,3,B033638-01
University of Toronto,Canada,Computer Organization,CSC258H1,Computer Organization,COMP2611,4,B033044-01
University of Toronto,Canada,Computers and Society,CSC300H1,2000-level Course in Computer Science and Engineering,COMP2000LEVEL,3,B033069-02
University of Toronto,Canada,Data Structures and Analysis,CSC263H1,Design and Analysis of Algorithms,COMP3711,3,B033003-02
University of Toronto,Canada,Programming on the Web,CSC309H1,Internet Computing,COMP4021,3,B040184-01
University of Toronto,Canada,Software Design,CSC207H1,2000-level Course in Computer Science and Engineering,COMP2000LEVEL,3,B040187-01
University of Virginia,United States,Database Management Systems & Business Intelligence,COMM3220,Database Management Systems,COMP3311,3,B008277-02
University of Washington,United States,Computer Programming I & II,CSE143X,Programming with C++,COMP2011,4,B033758-01
University of Washington,United States,Computer Programming II,CSE143,Object-Oriented Programming and Data Structures,COMP2012,4,B034415-02
University of Washington,United States,Data Visualization,CSE442,Data Visualization,COMP4462,3,B030427-03
University of Washington,United States,GIS Database and Programming,GEOG465,Database Management Systems,COMP3311,3,B033759-01
University of Washington,United States,Interaction Programming,CSE340,3000-level Course in Computer Science and Engineering,COMP3000LEVEL,3,B040190-01
University of Washington,United States,Introduction to Artificial Intelligence,CSE415,Fundamentals of Artificial Intelligence,COMP3211,3,B015277-02
University of Washington,United States,Introduction to Operating Systems,CSE451,Operating Systems,COMP3511,3,B032851-01
University of Washington,United States,Introduction to Programming I,COMPSCI&ENG142,Introduction to Computing with Java,COMP1022P,3,B032949-02
University of Washington,United States,Software Engineering,CSE403,Software Engineering,COMP3111,4,B040188-01
University of Washington,United States,The Hardware/Software Interface,CSE351,Computer Organization,COMP2611,4,B013656-01
University of Waterloo,Canada,Algorithms,CS341,Design and Analysis of Algorithms,COMP3711,3,B010766-02
University of Waterloo,Canada,Algorithms and Data Structures,ECE250,Design and Analysis of Algorithms,COMP3711,3,B007564-02
University of Waterloo,Canada,Application Development,CS346,Computer Science Track Course,COMPS&D,3,B040899-02
University of Waterloo,Canada,Computer Networks,CS456,Computer Communication Networks I,COMP4621,3,B012905-02
University of Waterloo,Canada,Computer Security and Privacy,CS458,Computer and Communication Security,COMP4631,3,B037586-01
University of Waterloo,Canada,Image Processing,ECE417,Image Processing,COMP4421,3,B030945-02
University of Waterloo,Canada,Introduction to Artificial Intelligence,CS486,Fundamentals of Artificial Intelligence,COMP3211,3,B008440-02
University of Waterloo,Canada,Introduction to Machine Learning,CS480,Machine Learning,COMP4211,3,B030955-03
University of Waterloo,Canada,Introduction to Quantum Information Processing,PHYS467/CS467/CO481,Computer Science Track Course,COMPA&T,3,B015221-03
University of Waterloo,Canada,Networks and Distributed Computer Systems,CS436,Computer Communication Networks I,COMP4621,3,B035125-01
University of Waterloo,Canada,Operating Systems,CS350,Operating Systems,COMP3511,3,B008435-02
University of Waterloo,Canada,Operating Systems and Systems Programming,ECE254,Operating Systems,COMP3511,3,B030021-01
University of Waterloo,Canada,Principles of Programming Languages,CS442,Principles of Programming Languages,COMP3031,3,B037585-01
University of Waterloo,Canada,Real-Time Operating Systems,ECE350,Operating Systems,COMP3511,3,B036510-01
University of Waterloo,Canada,Software Design and Architecture,ECE452,Software Engineering,COMP3111,4,B037375-01
University of Waterloo,Canada,User Interfaces,CS349,Computer Science Track Course,COMPG&M,3,B008597-03
UOW College Hong Kong,"Hong Kong SAR, China",Application for Portable Devices,AST20207,Computer Science Track Course,COMPS&D,3,B000180-03
UOW College Hong Kong,"Hong Kong SAR, China",Computer Organization,AST10201,Computer Organization,COMP2611,4,B002248-02
UOW College Hong Kong,"Hong Kong SAR, China",Computer System Development,AST20613,Computer Science Track Course,COMPS&D,3,B002346-02
UOW College Hong Kong,"Hong Kong SAR, China",Database Systems and Design (eqv code: DCO20401),AST20401,Database Management Systems,COMP3311,3,B000120-05
UOW College Hong Kong,"Hong Kong SAR, China",Discrete Mathematics,AST21111,Computer Science Track Course,COMPA&T,3,B002772-07
UOW College Hong Kong,"Hong Kong SAR, China",Information Systems in Business (eqv code: DCO20404),AST20404,Computer Science Track Course,COMPS&D,3,B000123-03
UOW College Hong Kong,"Hong Kong SAR, China",Internet Security,AST20203,Computer and Communication Security,COMP4631,3,B000116-03
UOW College Hong Kong,"Hong Kong SAR, China",Introduction to Programming,AST10106,Introduction to Computing with Java,COMP1022P,3,B002224-03
UOW College Hong Kong,"Hong Kong SAR, China",Introduction to Web Development,AST11110,Internet Computing,COMP4021,3,B033012-01
UOW College Hong Kong,"Hong Kong SAR, China",Mobile Applications Development,AST20208,Mobile Application Development,COMP4521,3,B039238-01
UOW College Hong Kong,"Hong Kong SAR, China",Object-Oriented Programming and Design (eqv code: DCO10105/DCO21105),AST21105,Introduction to Computing with Java,COMP1022P,3,B000107-05
UOW College Hong Kong,"Hong Kong SAR, China",Database and its Applications,AST21401,Introduction to Computer Science,COMP1021,3,B039190-01
UOW College Hong Kong,"Hong Kong SAR, China",Software Design,AST21402,Computer Science Track Course,COMPS&D,3,B039239-02
UOW College Hong Kong,"Hong Kong SAR, China",Software Development Project,AST21403,Software Engineering,COMP3111,4,B039376-02
UOW College Hong Kong,"Hong Kong SAR, China",Understanding the Network-Centric World,AST10303,Computer Communication Networks I,COMP4621,3,B002249-05
UOW College Hong Kong,"Hong Kong SAR, China",Web Programming (eqv code: DCO20201),AST20201,Internet Computing,COMP4021,3,B000114-03
Vanderbilt University,United States,Discrete Structures,CS2212,Discrete Mathematical Tools for Computer Science,COMP2711,4,B034366-01
Waseda University,Japan,Operating Systems,INFK31ZL,Operating Systems,COMP3511,3,B040225-01
Washington University in St. Louis,United States,Computer Science I,CSE131,Introduction to Computing with Java,COMP1022P,3,B014039-02
Washington University in St. Louis,United States,Introduction to Intelligent AgentsUsing Science Fiction,CSE311A,Computer Science Track Course,COMPA&T,3,B034950-02
Washington University in St. Louis,United States,Logic and Discrete Mathematics,CSE240,Discrete Mathematical Tools for Computer Science,COMP2711,4,B040260-01
Washington University in St. Louis,United States,Machine Learning,CSE517A,Machine Learning,COMP4211,3,B014897-05
Washington University in St. Louis,United States,Operating Systems Organization,CSE422S,Operating Systems,COMP3511,3,B012503-02
Washington University in St. Louis,United States,Operating Systems Organization,CSE422S,System and Kernel Programming in Linux,COMP4511,3,B012503-03
Yale University through virtual study,United States,Introduction to Computing for Engineers and Scientists,ENAS130,C Programming Bridging Course,COMP1029C,1,B037089-01
Yonsei University,"Korea, Republic of",AI & Design,IEE2087,Computer Science Track Course,COMPA&T,3,B040332-02
Yonsei University,"Korea, Republic of",Algorithm Analysis,CSI3108,Design and Analysis of Algorithms,COMP3711,3,B035488-01
Yonsei University,"Korea, Republic of",Database System,LIS3701,Database Management Systems,COMP3311,3,B034961-01
Yonsei University,"Korea, Republic of",Information Visualization,LIS4809,Data Visualization,COMP4462,3,B034965-01
Yonsei University,"Korea, Republic of",Introduction to Big Data Analysis,IEE3593,Computer Science Track Course,COMPS&D,3,B040336-04
Yonsei University,"Korea, Republic of",Introduction to Computer Graphics,IEE2082-01,Computer Science Track Course,COMPG&M,3,B040331-02
Yonsei University,"Korea, Republic of",Introduction to Python Programming,IEE1159-01,Introduction to Computer Science,COMP1021,3,B040006-01
Yonsei University,"Korea, Republic of",Machine Learning,CSI4120,Machine Learning,COMP4211,3,B034963-01
Yonsei University,"Korea, Republic of",Object-Oriented Programming,CSI2102,Object-Oriented Programming and Data Structures,COMP2012,4,B035487-01
Yonsei University,"Korea, Republic of",Operating System,CSI3101,Operating Systems,COMP3511,3,B034962-01
Yonsei University,"Korea, Republic of",SW Programming,YCS1002-03,Introduction to Computer Science,COMP1021,3,B035640-01
Yonsei University,"Korea, Republic of",Text Mining,LIS4810,Computer Science Track Course,COMPA&T,3,B034964-02
Yonsei University through virtual study,"Korea, Republic of",Algorithm Analysis,CSI3108,Design and Analysis of Algorithms,COMP3711,3,B036039-01
Yonsei University through virtual study,"Korea, Republic of",SW Programming,YCS1002,Introduction to Computer Science,COMP1021,3,B036038-01
